city,total_orders,total_revenue
CHITTOOR District,1,574.0
Mullanpur,1,574.0
TANDA RAMPUR DISTRICT,1,574.0
NEW DELHI 41,1,574.0
MISRIKH CUM NEEMSAR,1,574.0
MAIGAL GANJ,1,574.0
"Borivali East, Mumbai",1,574.0
jhansi,1,574.0
"Cheepurupalli, Vizianagaram dist",1,574.0
Distt.SHIMLA,1,574.0
"NEW TOWN, Rajarhat",1,574.0
GUDUVANCHERY,1,574.0
Gairsain,1,574.0
Prayagraj (ALLAHABAD),1,574.0
UTTARNAYABAD,1,574.0
palghar,1,574.0
goa,1,574.0
Dubbak peddagundavelli,1,574.0
CHOORNIKKARA,1,574.0
BALICHAK,1,574.0
"Tadepalli, Guntur Dt.",1,573.0
Machhiwara,1,573.0
NARAYANKHED,1,573.0
Sohra,1,573.0
KAMPLI,1,571.0
"Navi Mumbai,THANE",1,571.0
RANChi,1,570.48
kharagpur,1,570.48
Thergoan,1,570.48
Pulikkal,1,569.0
Chennai- 603103,1,569.0
Gaziabad,1,569.0
"Chittur, palakkad",1,569.0
Kalwa,1,569.0
"Biswanath chariali, Biswanath",1,569.0
Salcete,1,569.0
PIMPRI CHINCHWAD Pune.,1,569.0
Vaikom P.O,1,569.0
KHUSRUPUR,1,569.0
"Bhosari,pune",1,569.0
Shelar bhiwandi,1,569.0
"Infopark road, infopark, kakkanad",1,568.57
Yelamanchili,1,568.0
"ROURKELA , DIST - SUNDARGARH",1,568.0
Torangallu,1,568.0
KOLKATA 700104,1,568.0
JHABRERA,1,568.0
"Sabang, paschim Medinipur",1,568.0
NEW DELHI-59,1,568.0
Mumbai.,1,568.0
ADRA,1,568.0
Tiruttani,1,568.0
Udumalaipettai,1,568.0
TARABGANJ,1,568.0
Hingoli,1,568.0
Kathar,1,568.0
Kathiar,1,568.0
"Kphb 9th phase, near forum mall, Hyderabad",1,568.0
Meenadom,1,568.0
"Patas , district daund, puna",1,568.0
MANDYA District,1,568.0
DOMBIVALI East,1,568.0
KARWI Chitrakoot,1,568.0
Jaysingpur,1,568.0
Ariyalur,1,568.0
MYLAUDY,1,568.0
"newtown, kolkata",1,568.0
HOSHIARPUR-146111,1,567.0
"Vypin ,Edavanakad",1,566.0
PATHARBERIA,1,566.0
Tuchamakeri,1,566.0
gandhinagar,1,565.0
Miraroad,1,565.0
"MANAVADAR, junagdh",1,565.0
Sevaliya,1,563.0
BHILAI DURG,1,563.0
jhingurda,1,563.0
KOROCHI,1,563.0
"Bhamragad, GADCHIROLI",1,563.0
",HYDERABAD",1,563.0
Saoner,1,563.0
DHEKIAJUji,1,563.0
Sareni,1,563.0
Punawale PIMPRI CHINCHWAD,1,563.0
VASAI(W),1,563.0
Boduppal,1,563.0
TEKANPUR,1,563.0
CHITTORGARH,1,563.0
budgam,1,563.0
KHAROD,1,563.0
Sringeri,1,563.0
MUMBAI 400023,1,563.0
AHMEDABAD 380007,1,563.0
Chatra,1,563.0
"Edapally, Cochin",1,563.0
"Hajipur, Vaishali",1,563.0
"Chhabra, baran",1,563.0
KHERWARA CHHAONI,1,563.0
"SARAIPALI,  DISTT : MAHASAMUND",1,563.0
PIPLYA MANDI,1,563.0
MUDKHED,1,562.86
ALAWALPUR,1,562.0
CHHOTAUDEPUR,2,562.0
Rasayani Panvel,1,562.0
Shegaon bk,1,561.0
ALLAVARAM,1,561.0
"Goppenahalli, Channagiri Taluk, Davangere district",1,561.0
"ALAGAPPAPURAM,kanyakumari district",1,560.0
kurla east Mumbai,1,560.0
Balaramapuram /mudavoorpara,1,560.0
Ferozepur Cantt,1,560.0
"Tirurangadi, Malappuram",1,560.0
"Dombivali East,",1,560.0
BARGUR,1,560.0
CHANDUR AMRAVATI DISTRICT,2,560.0
Thane-West,1,560.0
"Mohan garden, Uttam Nagar,NEW DELHI",1,560.0
KUMHER,1,560.0
Kotananduru,1,558.0
CHENGALPATTU Taluk,1,558.0
dhanori-vishrantwadi,1,551.43
RAMACHANDRAPURAM,1,551.0
"Garugubilli mandal, vizianagaram dist",1,551.0
MALKAPUR MIDC,1,551.0
"Venginissery, Thrissur",1,550.0
"NEW DELHI, other no. 9667856896",1,549.0
Near Shauchaley,1,549.0
Vishrambag Sangli,1,549.0
KUNDGOL,1,549.0
Ambedkar nagar,1,549.0
"Chunkankadai, Nagercoil",1,549.0
Mira road East,1,549.0
BEDI,1,549.0
IMPHAL West,1,549.0
Kanathur,1,549.0
KULTI,1,549.0
KANGEYAM,1,549.0
bhawanipatna,1,549.0
NARLA,1,549.0
BANGALORE18,1,549.0
MANAVALASSERY,1,549.0
"Chandur Railway, dist - Amravati",1,549.0
Brg Shangri-La  Indore,1,549.0
Ramanathapuram dist,1,549.0
Habibpur,1,549.0
Bokakhat,1,547.0
KASHINAGARA,1,547.0
Kundrathur chennai,1,547.0
CHOPRA,1,547.0
trichy,1,546.67
Kolhar Bk. Taluka Rahta,1,546.67
Kishangarh (Ajmer),1,546.0
RAIPUR 492004,1,546.0
"Doraha, District Ludhiana.",1,545.0
"Sector-86,Faridabad",1,545.0
PANIKOILI,1,545.0
"Ongole, prakasam dist",1,545.0
Mira Bhayander,1,545.0
REVDANDA,1,545.0
Bhayander west,1,545.0
Panihati,1,545.0
Amalner,1,545.0
MUMBAI 400005,1,545.0
"Thakurli East,Kalyan",2,545.0
Tarntaran,1,545.0
SURIYAMPALAYAM,2,545.0
RAMDURG,1,545.0
Manjummel,1,545.0
Srinagar /SRINAGAR,1,545.0
JAJPUR,1,545.0
"Nagaon town,Nagaon,Assam.",1,545.0
Andul-mouri,1,545.0
"goregaon west, mumbai",1,545.0
Malnaka ratnagiri,1,545.0
Tuticorin (Dt),1,545.0
"Pimple Saudagar, Pimpri-Chinchwad",1,545.0
Mangapur,1,545.0
"Rajpura Town, Dist Patiala",1,545.0
Hapoli,1,544.0
AVITTATHUR,1,544.0
Jaspur,1,544.0
Mumbai Mumbai,1,544.0
Agarwada,1,544.0
"GULABPURA, Distt BHILWARA",1,544.0
"Navile , Shivamogga",1,544.0
Lakhimpur-Kheri,1,544.0
Edavanakad,1,544.0
SATHYAMANGALAM ERODE,1,544.0
Vemulawada,1,544.0
Navnagar BAGALKOT,1,544.0
"PADERU, visakhapatnam",1,544.0
Nellithope,1,544.0
VALATHUR,1,544.0
AMBAGARH CHOWKI,1,544.0
Dombivli(West),1,543.0
"Malwani church, Malad west , Mumbai.",1,543.0
CHIMBELPanjim,1,543.0
LAWNGTLAI,1,541.9
Vannappuram,1,540.0
Karur(dt),1,540.0
"Carona, Aldona",1,540.0
anantapur,1,540.0
Tanda,1,540.0
Chirayinkeezhu,1,540.0
PALAKKADpalakkad,1,540.0
rourkela,1,540.0
"Goregaon - East, Mumbai",2,540.0
NORTH LAKHIMPUR-787001,1,540.0
BARSUR,1,540.0
PALA,1,540.0
KULASEKHARAPURAM,1,537.0
KAIMUR BHABUA,1,537.0
jandiala guru,1,534.0
JAMTARAJ,1,534.0
FATEHPUR DISTRICT,1,534.0
malda,1,534.0
Nadakkavu,1,534.0
MADHUGIRI,1,534.0
Dhamnod,1,534.0
SADHA KHEMAJI TOLA CHAPRA,1,534.0
AMBAD,1,534.0
Pataudi,1,533.0
TRIPUNITHURA,1,533.0
PALARI,1,533.0
BACHELI,1,533.0
Chitranjan,1,533.0
dindori,1,533.0
"Chembur east, Mumbai",1,533.0
SARNI,1,533.0
Jalundh khambhat,1,533.0
Kothrud,1,533.0
"Hyderabad, Ranga Reddy",1,533.0
"MUMBAI,Malad West,Malvani.",1,533.0
Mauganj,1,533.0
Memari; Maheshpur Primary school,1,533.0
Rawatbhata,1,533.0
1,1,533.0
Narpatganj,1,533.0
"Shankargarh, District- Balrampur",1,533.0
VARANASi,2,533.0
Bangarapet,1,533.0
"Mulund, east Mumbai",1,531.0
Uttam Nagar,1,531.0
"Mehdipatnam, HYDERABAD",1,530.0
KAMALGANJ,1,530.0
THIROOR,1,529.0
Ariyalur D.T,1,529.0
Chennai 81,1,529.0
"MUMBAI,malad  east",1,529.0
GHANSOLI  NAVI MUMBAI,1,529.0
"Bidhan Nagar, Kolkata- 700102",1,529.0
"Caranzalem, Panjim",1,528.0
Dowleshwaram... Rajahmundry (r),1,527.0
SAGRI,1,526.67
"Thundalam, Chennai",1,526.0
Musiri,1,526.0
Hasnabad,1,526.0
"Kharghar, NAVI MUMBAI",1,526.0
Mayang Imphal,1,526.0
PAMPALNER,1,525.0
"TILHAR, 9717754694",1,525.0
Kokkata,1,525.0
Rajgurunagar Khed,1,525.0
churachandpur,1,524.0
Vaddeswaram,1,524.0
Neura pequeno,1,524.0
Dstr-  dehradun,1,523.0
ACHARAPAKKAM,1,523.0
"CHAMARAJANAGAR, district and subdistrict",1,523.0
South Goa,1,523.0
SURGANA,1,523.0
LALGUDI,1,523.0
"ANNAMALAI NAGAR , CHIDHAMBARAM",1,523.0
dwaraka tirumala,1,523.0
Ponmanai,1,523.0
NEPANAGAR,1,522.86
"Greater Noida, Sector 1",1,522.0
CHHATA,1,522.0
"Debra bazar, west medinipur",1,521.0
BANGUWAN KALAN,1,521.0
NOIDANoida,1,521.0
Moodbidri,1,521.0
Bheem,1,521.0
Kottayampoyil/Thalassery,1,521.0
JALALPORE,2,521.0
KACHHWA,1,521.0
SARWAR,1,521.0
Alandi,1,521.0
Sikri Kalan,1,521.0
Kapadvanj,1,521.0
Urapakkam,1,519.0
"Ponkunnam, Kottayam district",1,519.0
Palia kalan lakhimpur kheri,1,519.0
Bhandup east MUMBAI,1,518.0
Vasai (E),1,518.0
"Port Blair , South Andaman",1,518.0
Rajsamand,1,518.0
Guduvanchery,1,518.0
ALWARKURICHI,1,518.0
Nangloi,1,518.0
West Patel Nagar,1,518.0
AMARKANTAK,1,518.0
BINNAGURI,1,518.0
RAJGANGPUR,1,518.0
Bijpur,1,518.0
Baif road Wagholi pune,1,518.0
Vasai East,1,518.0
bikaner,1,518.0
OMALUR,1,518.0
"Birati, Kolkata",1,518.0
VADODARA - 390019,1,518.0
DOMBIVALI,1,518.0
Tirumangalam,1,518.0
Cuncolim,1,518.0
New Guwahati Tiniali,1,518.0
"Nerul, NAVI MUMBAI",1,518.0
"NEWTOWN, KOLKATA",1,518.0
NEW DELHI 110059,1,518.0
"CHANDANNAGAR, HOOGHLY",1,518.0
Gautam Nagar,1,518.0
"Gaulapar, Haldwani",1,518.0
Vaniyambadi,1,518.0
GANGARAMPUR,1,518.0
"KOTPAD, Koraput",1,518.0
"Chenghlepet Taluk, Kancheepuram Dt.",1,518.0
KOMALAPURAM,1,518.0
KOLKATA 700034,1,518.0
"TIRUKALUKUNDRAM, thiruporur",1,518.0
DEVRUKH,1,518.0
MOODABETTU,1,518.0
"Penumur, Chittoor",1,518.0
Tanalur,1,518.0
KAYATHARU,1,518.0
Thalore Thrissur,1,518.0
Thiruvallom,1,518.0
PILKHUWA hapur,1,518.0
SecunderabadSecunderabad,1,518.0
Andheri e,1,517.0
"Madikeri, coorg",1,517.0
USAR MIDC,1,517.0
Umaria BANDHAWAGARH,1,517.0
Ilkal,1,517.0
Tirunelveli town,1,517.0
MEERUT CANTT,1,517.0
"Sector 90, Manesar",1,517.0
Guruvayoor,1,517.0
Shiroda,1,517.0
Naranapura,1,517.0
AMDANGA,1,517.0
Kidangoor,1,517.0
RAJPUR,1,517.0
PANPOLI,1,517.0
Venganoor,1,517.0
Baba Bakala,1,517.0
LALGANJ Azamgarh U. P,1,517.0
WARISALIGANJ,1,517.0
"Golf course road,  Sector 53, GURUGRAM",1,517.0
Batala,1,517.0
Rajgarh,1,517.0
Bhatinda,1,517.0
SULTANGANJ,1,517.0
"NIZAMABAD,Telangana",1,517.0
BANKAPURA,1,517.0
Belthangadi,1,517.0
LALGANJ Azamgarh,1,517.0
BANDIPUR,1,517.0
SAIYAD RAJA,1,517.0
PALAVOOR,1,517.0
KUMARAGIRI,1,517.0
Lohgaon Pune,1,517.0
"BAPUNAGAR,AHMEDABAD",1,517.0
"Sandur Taluk, bellary district",1,517.0
Rayaparthi,1,517.0
PADRA,1,517.0
"INDIRAPURAM, GHAZIABAD",1,517.0
Neelbad,1,517.0
BAILHONGAL,1,517.0
Trissure,1,517.0
"Curtorim,South Goa",1,517.0
"KHURDA,Bhubaneswar",1,517.0
Managuru,1,517.0
DEDIAPADA,1,517.0
DALMAU,1,517.0
"PUNE,lohengao",1,517.0
KALLAKURICHI,1,517.0
SILLOD,1,517.0
Dachepalli,1,517.0
THULLUR,1,517.0
NAI BAZAR,1,517.0
SIHORA,1,517.0
Padoor,1,517.0
"Mahalakshmi layout, Banagalore",1,517.0
Dona Paula,1,517.0
THARAMANGALAM,1,517.0
Plaghar,1,517.0
"Secunderabad, HYDERABAD",1,514.29
CHERTHALA City,1,513.0
Mumbai 400064,1,513.0
"Selaiyur , CHENNAI",1,513.0
Ambikapur,1,512.0
KASARGOD,1,512.0
"Adarsh Nagar, Jaipur",1,511.0
"Mangalam, TIRUPATI",1,511.0
"Thoraipakkam, Chennai",1,511.0
Pazhuvil West,1,511.0
"Patto,  Panaji -Goa",1,510.0
SOUTH  DELHI,1,507.0
Kolkata 700063,1,507.0
BANTWA,1,507.0
"Bharatpur , Bhubaneswar",1,501.0
Vaishali Nagar Nagpur,1,501.0
Umbargam,1,499.0
MARHAURA,1,499.0
BAIKUNTHPUR,1,499.0
BAGNAN,1,499.0
"Durganagar ,Nimta south",1,499.0
Kozhippilly Parashalappady,1,499.0
kancheepuram,1,499.0
MADDUR Town,1,499.0
JALALABAD MUZAFFARNAGAR DISTRICT,1,499.0
Fort (Mumbai),1,499.0
KAKINADA (URBAN),1,499.0
Dombivli (w),1,499.0
DHARIAWAD,1,499.0
Thiruchentur,1,499.0
"DHOLKA, Ahmedabad",1,499.0
Di-Tapi,1,499.0
Orgao,1,499.0
town.budhana village. Husainpur kalan,1,499.0
Diyun,1,499.0
"PILLAIARKUPPAM,  manapet post",1,499.0
Dharamshala,1,499.0
"Mandi,",1,499.0
"Perumbakkam, near Chettinadu villa",1,499.0
JORAPOKHAR,1,499.0
District:- Sangli,1,499.0
DHANYAKURIA,1,499.0
Kotma,1,499.0
CHENNAI- 600040,1,499.0
Siruguppa,1,499.0
Gharshankar,1,499.0
Silvassa(kilvani naka),1,499.0
Renukoot,1,499.0
PONNERI. Chennai,1,499.0
chand nagar,1,499.0
"GURUVAYUR, Thrissur",1,499.0
NTPC Barh Township,1,499.0
Bhugaon Mulshi Road,1,499.0
MAHALINGPUR,1,499.0
Borka,1,499.0
T NARASIPURA,1,499.0
GOREDI CHANCHA,1,499.0
salt lake city,1,499.0
AMBARNATH (E),1,499.0
PATNApatna,1,499.0
KUTHANALLUR,1,499.0
CHAMARAJANAGARA,1,499.0
Bamor,1,499.0
Haroa,1,499.0
Shivpur Varanasi,1,499.0
Ponnur,1,499.0
Karimganj,1,499.0
Sivagangai,1,499.0
RUPNARAYANPUR,2,499.0
Baddi Industrial Area,1,499.0
Bahaduargarh,1,499.0
"airoli, navi mumbai",1,499.0
MUMBAI 40064,1,499.0
HARIJ,1,499.0
HIRAMANDALAM,1,499.0
ONGALLUR II,1,499.0
IMPHAcity,1,497.0
"KANNUR DISTRICT,",1,497.0
Katni,1,497.0
CORLIM,1,497.0
Coimbatore Rural,1,497.0
Gandidham,1,496.0
"BILASPUR,",1,496.0
KEKRI,1,496.0
anadapuram,2,496.0
Etha,1,496.0
"OWE GAON, KHARGHAR, NAVI MUMBAI",1,496.0
Tsundur,1,496.0
"KUKATPALLI, HYDERABAD",1,496.0
"Mohli, Dharamshala",1,495.0
"KHARAGPUR, Paschim Midnapur",1,495.0
Pareo,1,495.0
Rampachodavaram,1,495.0
Purbo BURDWAN,1,495.0
KOTHAPALLE,1,495.0
AMARPATAN,1,495.0
JAMNER,1,495.0
TAMBARAM CHENNAI,1,495.0
"Kharagpur, West Bengal",1,495.0
RUP NAGAR,1,495.0
Yavatmal,1,495.0
Orang,1,495.0
"Veraval, District - Gir Somnath",1,495.0
SIDHPURA,1,495.0
CHINIYALISAUR,1,495.0
Ahiwara,1,495.0
"Harwada, Ankola",1,495.0
East Vipparru,1,495.0
Sbi Fagu,1,495.0
SIDCUL Haridwar,1,493.0
VANAVASI,1,493.0
CHIKITI,1,493.0
Pilani,1,493.0
Aizawl,1,493.0
"Kakkanad, kochi",1,493.0
MODAK,1,493.0
Singanallur coimbatore,1,493.0
"MUMBAI, MULUND (W)",1,493.0
BHAINSDEHI,1,493.0
Dwarka 110078,1,493.0
Pungdongbam makha leikai,1,493.0
PARASI/Anpara,2,493.0
Dombivali west - 421202,1,493.0
Gopalnagar,1,493.0
bhugaon,1,493.0
"Pokharan Road 2, Thane (West)",1,493.0
Koregaon,1,492.38
THIRUPUVANAM THANJAVUR DISTRICT,1,492.38
AMADALAVALASA,1,492.0
Paremari road,1,491.0
MASLANDAPUR,1,491.0
PUNE 411060,1,491.0
BHIMAVARAM 2,1,491.0
FATEHPUR PUNDRI,1,491.0
Kagaznagar,1,488.0
KHAPAT,1,487.0
TIKARPADA,1,487.0
"PUTTUR, chittooor",1,487.0
beed,1,487.0
"Howajan,Gohpur",1,487.0
"Kovur,Chennai",1,487.0
Puruliya,1,487.0
KUTHUPARAMBA,1,487.0
Warud,1,487.0
"Hanamkond, WARANGAL",1,487.0
SAHASPUR,1,487.0
KAKDWIP,1,487.0
Vanagaram,1,487.0
MAUDAHA,1,487.0
cumbum,1,487.0
Rayadurg,1,487.0
Bypassroad kondapuram,1,487.0
NEWASA,1,487.0
Kalikiri,1,487.0
"ABHAYAPURI, Bongaigaon",1,487.0
MEENANGADI,1,487.0
yazali,1,487.0
Chennai -600053,1,487.0
HIRAKUD,1,487.0
Guntur dist ponnur,1,487.0
SERAMPUR,1,487.0
Chintamani,1,487.0
LUCKNOWl,1,487.0
Dombivli-East,2,487.0
cortalim,1,487.0
MALLAPPALLY,1,487.0
Puzhakkal,1,487.0
CUTTACKCuttack,1,487.0
ARAKANDANALLUR,1,487.0
GHORAWAL,1,487.0
porvorim bardez,1,487.0
"MOHANRAOPET, Korutla mandal, jagityal dist",1,487.0
GWC TOWNSHIP KOVAYA,1,487.0
N. Paravur,1,487.0
Badkagaw,1,487.0
nanjangud,1,487.0
Badlapur East,1,487.0
SATYAVEDU,1,487.0
CHINNATHADAGAM,1,487.0
VADIPATTI,2,487.0
Agorpara,1,487.0
Barkagaw,1,487.0
DHARMSHALA,2,487.0
SATWAS,1,487.0
KALPETTA Wayanad,1,487.0
Pandakasala chirayinkizh,1,487.0
DOHRIGHAT,1,487.0
Virajpet,1,487.0
"CHINCHINIM, South Goa",1,487.0
Kasumpti SHIMLA,1,487.0
Bally,1,487.0
Vengola,1,487.0
"Nerul East, Navi Mumbai",1,487.0
DINABANDHUNAGAR,1,487.0
Madurai - 625006,1,487.0
Kauntarpur,1,487.0
"Greater noida,Gautam buddha nagar",1,487.0
KAVERIPAKKAM,1,487.0
kishangarh,1,486.0
"South kalamassery, Ernakulam",1,486.0
Shikohabad,1,486.0
"KAMATGI,Hunugund taluk,Bagalkot district",1,486.0
Goliyangdi,1,486.0
Thirupparankundram,1,486.0
THORAPADI,1,486.0
Chiplun,1,486.0
Khargone,1,486.0
"Adajan Gam, Surat",1,486.0
Aluva / Ernakulam,1,486.0
"Lunger houz , Hyderabad",1,486.0
Virar East,1,486.0
"LUDHIANA, Punjab (India)",1,486.0
Arpora,1,486.0
Darsi,1,486.0
Sonepat,1,486.0
T,1,486.0
BALIPARA,1,486.0
"MASI,Almora",1,486.0
Zakiesato,1,484.0
CHENNAI 600004,1,484.0
DUKLI,1,484.0
Pimpri,1,484.0
VADAKARAI KEEZHPADUGAI,1,484.0
Thottiyam,1,484.0
GANGAPUR CITY,1,484.0
Haldwani golapar,1,484.0
Raniganj,1,481.0
SURIYAWAN,1,481.0
Pallakad,1,481.0
Nakodar,1,480.0
FAIZABAD Ayodhya,1,480.0
Pujali,1,480.0
Malatipur,1,480.0
VASAD,1,478.0
Mumbai maharashtra,1,478.0
MALLAWAN,1,478.0
UPPER TADONG Bazaar,1,478.0
GREATER NOIDA WEST (NOIDA EXTENSION),1,478.0
Uluberia,1,477.14
NEW DELHIhbjo,1,477.0
GURUGRAM 122002,1,477.0
Chanderi,1,476.0
Nellore district,1,476.0
south Goa,1,476.0
DALGAON,1,476.0
AKATHIYOOR,1,476.0
VEMULAWADA,1,476.0
SONATALA,1,476.0
GULAOTHI,1,476.0
"Kolkata, baguiati",1,475.24
KARAMUCK,1,475.24
NIBRA,1,475.24
BAJNA,1,475.24
Chengelpet,1,475.24
hyderbad,1,475.0
Chirch compond,1,475.0
Bileipada,1,475.0
NANDAPUR,1,475.0
"Palta, North 24 Paraganas, West Bengal",1,475.0
NANGAVALLI,1,475.0
SRIDUNGARGARH,1,475.0
Mira Road (East),1,475.0
BINPUR I,1,475.0
"Rahara bazar,Khardah",2,475.0
aligarh,2,475.0
cherthala,2,475.0
KONDHWA KHURD 48 .PUNE  411048,1,475.0
WADRAFNAGAR,1,475.0
Bajrang Nagar Gali no 9 nagpur,1,475.0
Dist-chandauli sub dist- chakiya shahabganj,1,475.0
TEKANPUR GWALIOR,1,475.0
Bhanger,1,475.0
"Bassi, JAIPUR",1,475.0
Sodepur,1,475.0
"PERZAADIGUDA, HYDERABAD",1,475.0
"Chandlodia, Ahmedabad",1,475.0
Manali,1,475.0
"CEPZ PO, Kakkanad ,Kochi",1,474.11
MANKAPUR,1,474.0
BARHI,1,474.0
Kallur- Thrissur,1,474.0
Shivai Nagar,1,473.0
NEW DELHIDe,1,472.38
Karanja Lad,1,472.0
phagwara,1,472.0
KOTKHAI,1,471.43
Banganlore,1,471.43
Sakhinetipalli,1,471.43
ICHAK,1,471.43
WestPARASI,1,471.0
mukanpur,1,471.0
Mhveer society javal chokak,1,471.0
Khurja,1,471.0
Pattabiram,1,471.0
Roshnabad,1,471.0
"Trichy, Thirumvermbur",1,471.0
Durah,1,471.0
"Bandra Kurla Complex, Mumbai",1,471.0
"Station GHANPUR,WARANGAL DISTRICT",1,471.0
GUDLAVALLERU,1,471.0
Koithoorkonam,1,471.0
Kodad,1,471.0
HARGAON,1,471.0
"ERANHOLI, Thalassery",1,471.0
SHIRHATTI,1,471.0
Gadwal,1,471.0
Nalikul,1,471.0
"Keeranoor,Mallur",1,471.0
Sanjan,1,471.0
Sant Kabir nagarLUCKNOW,1,471.0
CHI V GREATER NOIDA,1,471.0
LIMLA,1,471.0
Veiloor,1,471.0
KANDIKandi,1,471.0
DOMBIVLI - WEST,1,471.0
DISTRICT- BURDWAN,1,471.0
CHINCHWAD Gaon pune,1,471.0
DULIAJAN NO 1,1,471.0
SHIMlA,1,471.0
Piduguralla,1,471.0
NEW DELHI 110034,1,471.0
Bangalore-78,2,471.0
"Bagh amberpet,hyderabad",1,471.0
Athvelly,1,471.0
Chandrupatla,1,471.0
mussoorie,1,471.0
KANIYUR TIRUPPUR DISTRICT,1,471.0
Vattapoyil,1,471.0
GIDC PANOLI,1,471.0
Dehu Cantt Civil Township,1,471.0
LAKSAR,1,471.0
DEHRADUN 248001,1,471.0
KAIKALURU,1,471.0
MUNIYAPPAN KOVIL,1,471.0
Byasanagar,1,471.0
DHANAULTI,1,471.0
DATTAPUR DHAMANGAON,1,471.0
KHEDBRAHMA,1,471.0
MORJIM,1,471.0
"Basavanabagevadi, VIJAPURA",1,471.0
"Vashi, New Bombay",1,471.0
Santuri,1,471.0
Chhota Udaipur,1,471.0
SRIRANGAPATNA,1,471.0
Bayyanagudem,1,471.0
MURUM,1,471.0
"Chentrappini (VIA ),Chamakkala",1,471.0
east godavari district,1,471.0
Chilakaluripet,1,471.0
"Butibori, Nagpur",1,471.0
"BANGALORE, KARNATAKA",1,471.0
"Yelahanka, Karnataka, 560064",1,471.0
KOGNOLI,1,471.0
calcutta,1,471.0
SONPETH,1,471.0
RAIGARH Town,1,471.0
VEDURUPAKA,1,471.0
Jagraon,1,471.0
HANSKHALI,1,471.0
"pimple Saudagar,Pune",1,471.0
BASUDEBPUR MURSHIDABAD DISTRICT,1,471.0
Thriprayar,1,469.0
Hanumanthan patty,1,469.0
DERA BASSI INDUSTRIAL AREA Mohali,1,469.0
"VELLORE,",1,469.0
Edacheri,1,469.0
Rohini sector 23 Delhi,1,469.0
Kollakadavu,1,469.0
Baguiati Kolkata,1,469.0
Nalasopara East,2,469.0
Palavalasa,1,469.0
Kanyakumari district,1,469.0
Via KALLIASSERI,1,469.0
TIRWAGANJ KANNAUJ,1,469.0
HYDERABAD.,1,469.0
HATKANANGLE,1,469.0
"HARUR (tk), Dharmapuri (dt).",1,469.0
COIMBATORE-641041,1,469.0
TIRICHIRAPALLI,1,469.0
Muthur,1,468.0
Kootikada,1,468.0
HASANPUR,1,468.0
"SRIPERUMBUDUR,Chennai city",1,468.0
"BHUBANESWAR, Khordha",1,468.0
BEHAT,1,468.0
Oragadam,1,468.0
Ernakulam kochi,1,467.0
Ulundurpet tk,1,464.0
Lucknow Cantt,1,464.0
Raja Sansi,1,464.0
ACHALPUR,1,464.0
VELANKANNI,1,463.81
"Kushberia, ULUBERIA",1,463.81
"Kandivali (W), Mumbai",1,463.81
Vazhakulam,1,463.81
KUNKURI,1,463.81
Rishra,1,463.81
Dombivali west  Tal: KALYAN Dist: Thane,1,463.81
Jangaon,1,463.0
DEHRADUn,1,463.0
NARELA,1,463.0
Bellare Village and Post,1,463.0
SIANA,1,463.0
Calicut kunnamangalam,1,463.0
Taleigao  Panaji,1,463.0
SIMLAPAL,1,463.0
TIKARI Gaya,1,463.0
Soro,1,462.86
NAGERCOIL -  2,1,461.0
Rajpipla,1,461.0
"Kalwari,Mirzapur",1,460.0
Shirur,1,460.0
Dist. Ratnagiri. ( mob. no. 9860115770 ),1,460.0
GOINDWAL,1,460.0
"GOBINDPUR,Dhanbad",1,459.0
Near nahur railway station nahur  east mumbai,1,459.0
ANANTPUR,1,459.0
Galsi,1,459.0
JEELUGU MILLI,1,459.0
JAWHAR,1,459.0
tuticorin,1,459.0
BAYYANAGUDEM,1,459.0
Goregaon East  Mumbai,1,459.0
Lepetkata,1,459.0
VENKITANGU,1,459.0
P.O Bambolim Complex,1,459.0
"Pedapadu,westgodavari",1,459.0
ATELI,1,459.0
SWARAJ DWEEP,1,459.0
Chirayankil,1,459.0
Machhali shahar jaunpur,1,459.0
NIALI,1,459.0
"EGATTUR, CHENNAI",1,459.0
Thoppippala,1,459.0
"Yelahanka, BANGALORE",1,459.0
AHMEDABAD 380014,1,459.0
HOSURhosur,1,459.0
"Shankarpuri ,Gwalior ,morar",1,459.0
Padappai,1,459.0
KUDRA,1,459.0
DORNAKAL,1,459.0
MADANAPALLI,1,459.0
Addanki mandal Bapatl District,1,459.0
"GUDIVADA, KRISHNA DISTRICT",1,459.0
"HSIIDC SOHNA, Gurugram",1,459.0
BANASTHALI,1,459.0
SOUTH - GOA,1,459.0
"Attingal,  kochalumoodu",1,459.0
NALLUR TIRUNELVELI DISTRICT,1,459.0
SANGAM,1,459.0
"METTUR,Salem",1,459.0
Doddaballapura BENGALURU rural district,1,459.0
kallakurichi,1,459.0
MUTHUPET,1,459.0
Delhi-92.,1,459.0
KUTUKULURU,1,459.0
Jhalod,1,459.0
KARUR District,1,459.0
MADURAI NORTH,1,459.0
BANGA,1,459.0
THRISSUR DISTRICT,1,459.0
PARASUVAIKKAL,1,459.0
PARAS,1,459.0
PANDAMANGALAM,1,459.0
"Aluva, Ernakulam",1,458.0
Karatagi,1,458.0
Puttur DK,1,458.0
Kopargaon,1,458.0
Dasuya,1,458.0
Hargaon,1,458.0
"Ainavilli mandal, east godhavari",1,458.0
VIRAR w,1,458.0
Budge budge,1,458.0
FORBESGANJ,1,458.0
ROURKELA- 769012,1,458.0
